Company,Industry,City,Investors,Round,Amount,Year,State,Employee Size,Funded_Year,Amount_in_crores
Ameyo,Technology,Gurugram,Forum Synergies Pe Fund,Private Equity,41.25,2015,Haryana,501-1000,2015,"₹ 41,25,00,000.00"
AyeFinance,Finance,Gurugram,Fintech Innovation Lab,Private Equity,31.35,2018,Haryana,501-1000,2018,"₹ 31,35,00,000.00"
OfBusiness,FinTech,Gurugram,Falcon Edge Capital,Private Equity,239.25,2018,Haryana,501-1000,2018,"₹ 2,39,25,00,000.00"
Shadowfax,Services,Gurugram,Eight Roads Ventures,Private Equity,74.25,2015,Haryana,501-1000,2015,"₹ 74,25,00,000.00"
Spinny,E-Commerce,Gurugram,EEP T,Private Equity,8.25,2017,Haryana,251-500,2017,"₹ 8,25,00,000.00"
Revv,Consumer Internet,Gurugram,Edelweiss,Private Equity,117.73,2018,Haryana,101-250,2018,"₹ 1,17,73,00,000.00"
Axtria,Data Analytics,Gurugram,e Foundation,Private Equity,247.5,2015,Haryana,101-250,2015,"₹ 2,47,50,00,000.00"
Shipsy,Logistics,Gurugram,DTDC Express Ltd,Private Equity,8.25,2016,Haryana,101-250,2016,"₹ 8,25,00,000.00"
Revv,Consumer Internet,Gurugram,Dream Incubator,Private Equity,117.73,2018,Haryana,101-250,2018,"₹ 1,17,73,00,000.00"
Droom,E-Commerce,Gurugram,Digital Garage Inc,Private Equity,165,2017,Haryana,251-500,2017,"₹ 1,65,00,00,000.00"
PolicyBazaar,FinTech,Gurugram,Dg Ventures India,Private Equity,635.25,2017,Haryana,10000+,2017,"₹ 6,35,25,00,000.00"
Axtria,Data Analytics,Gurugram,Deshp,Private Equity,247.5,2015,Haryana,101-250,2015,"₹ 2,47,50,00,000.00"
Shuttl,Transportation,Gurugram,Dentsu Ventures,Private Equity,90.75,2018,Haryana,251-500,2018,"₹ 90,75,00,000.00"
1mg,Healthcare,Gurugram,Deep Kalra,Private Equity,49.5,2015,Haryana,1001-5000,2015,"₹ 49,50,00,000.00"
MakeMyTrip,Consumer Internet,Gurugram,Ctrip International Ltd,Private Equity,1485,2016,Haryana,1001-5000,2016,"₹ 14,85,00,00,000.00"
OfBusiness,FinTech,Gurugram,Creation Investments Capital Management,Private Equity,239.25,2018,Haryana,501-1000,2018,"₹ 2,39,25,00,000.00"
Mobikwik,FinTech,Gurugram,Cisco Investments,Private Equity,206.25,2015,Haryana,251-500,2015,"₹ 2,06,25,00,000.00"
OYO,Hospitality,Gurugram,China Lodging Group,Private Equity,82.5,2017,Haryana,10000+,2017,"₹ 82,50,00,000.00"
AyeFinance,Finance,Gurugram,Capital G,Private Equity,177.38,2018,Haryana,501-1000,2018,"₹ 1,77,38,00,000.00"
Trak N Tell,Technology,Gurugram,Brian Acton,Private Equity,28.88,2016,Haryana,101-250,2016,"₹ 28,88,00,000.00"
MilkBasket,E-Commerce,Gurugram,Blume Ventures,Private Equity,57.75,2018,Haryana,11-50,2018,"₹ 57,75,00,000.00"
Spinny,E-Commerce,Gurugram,Blume Ventures,Private Equity,8.25,2017,Haryana,251-500,2017,"₹ 8,25,00,000.00"
Aye Finance,Finance,Gurugram,Blue Orchard,Private Equity,66,2017,Haryana,501-1000,2017,"₹ 66,00,00,000.00"
NearBuy,Consumer Internet,Gurugram,Blacksoil Capital Pvt. Ltd.,Private Equity,20.63,2016,Haryana,501-1000,2016,"₹ 20,63,00,000.00"
Droom,E-Commerce,Gurugram,Beenos,Private Equity,132,2015,Haryana,251-500,2015,"₹ 1,32,00,00,000.00"
Revv,Consumer Internet,Gurugram,Beenext,Private Equity,117.73,2018,Haryana,101-250,2018,"₹ 1,17,73,00,000.00"
Droom,E-Commerce,Gurugram,Asset Management Ltd,Private Equity,165,2017,Haryana,251-500,2017,"₹ 1,65,00,00,000.00"
Grofers,E-Commerce,Gurugram,Apoletto Managers,Private Equity,990.75,2015,Haryana,1001-5000,2015,"₹ 9,90,75,00,000.00"
Grofers,E-Commerce,Gurugram,Apoletto Managers,Private Equity,511.5,2018,Haryana,1001-5000,2018,"₹ 5,11,50,00,000.00"
Zomato,Food,Gurugram,Ant Financial,Private Equity,1237.5,2020,Haryana,10000+,2020,"₹ 12,37,50,00,000.00"
Zomato,Food,Gurugram,Ant Financial,Private Equity,1650.75,2018,Haryana,10000+,2018,"₹ 16,50,75,00,000.00"
Mobikwik,FinTech,Gurugram,American Express,Private Equity,206.25,2015,Haryana,251-500,2015,"₹ 2,06,25,00,000.00"
Shuttl,Transportation,Gurugram,Amazon Alexa Fund,Private Equity,90.75,2018,Haryana,251-500,2018,"₹ 90,75,00,000.00"
Axtria,Data Analytics,Gurugram,Amarpreet Sawhney,Private Equity,247.5,2015,Haryana,101-250,2015,"₹ 2,47,50,00,000.00"
Lenskart,E-Commerce,Gurugram,Adveq Management,Private Equity,495,2016,Haryana,251-500,2016,"₹ 4,95,00,00,000.00"
Square Yards,Consumer Internet,Gurugram,Adag Reliance Private Equity,Private Equity,99,2016,Haryana,5001-10000,2016,"₹ 99,00,00,000.00"
Aye Finance,Finance,Gurugram,Accion Venture Lab,Private Equity,24.75,2015,Haryana,501-1000,2015,"₹ 24,75,00,000.00"
FabHotels,Hospitality,Gurugram,Accel,Private Equity,66,2016,Haryana,51-100,2016,"₹ 66,00,00,000.00"
OYO,Hospitality,Gurugram,Venture Nursery,Private Equity,825,2016,Delhi,10000+,2016,"₹ 8,25,00,00,000.00"
OYO,Hospitality,Gurugram,Softbank Group Corp,Private Equity,511.5,2016,Delhi,10000+,2016,"₹ 5,11,50,00,000.00"
OYO,Hospitality,Gurugram,Softbank Group Corp,Private Equity,825,2016,Delhi,10000+,2016,"₹ 8,25,00,00,000.00"
OYO,Hospitality,Gurugram,Sequoia Capital,Private Equity,825,2016,Delhi,10000+,2016,"₹ 8,25,00,00,000.00"
OYO,Hospitality,Gurugram,Lightspeed Venture Partners,Private Equity,825,2016,Delhi,10000+,2016,"₹ 8,25,00,00,000.00"
OYO,Hospitality,Gurugram,Greenoaks Capital,Private Equity,825,2016,Delhi,10000+,2016,"₹ 8,25,00,00,000.00"
OYO,Hospitality,Gurugram,Dsg Consumer Partners,Private Equity,825,2016,Delhi,10000+,2016,"₹ 8,25,00,00,000.00"
Ola,Transportation,Bengaluru,Tekne Capital Management,Private Equity,297,2017,Haryana,5001-10000,2017,"₹ 2,97,00,00,000.00"
Paytm,E-Commerce,Bengaluru,One 97 Communications,Private Equity,73.84,2018,Uttar Pradesh,501-1000,2018,"₹ 73,84,00,000.00"
Paytm,E-Commerce,Bengaluru,Ant Financial,Private Equity,5610.75,2015,Delhi,501-1000,2015,"₹ 56,10,75,00,000.00"
Paytm,E-Commerce,Bengaluru,Alibaba Group,Private Equity,5610.75,2015,Delhi,501-1000,2015,"₹ 56,10,75,00,000.00"
FreshMenu,Consumer Internet,Bengaluru,Zodius Technology Fund,Private Equity,140.25,2016,Karnataka,501-1000,2016,"₹ 1,40,25,00,000.00"
FreshMenu,Consumer Internet,Bengaluru,Zodius Capital,Private Equity,136.13,2016,Karnataka,501-1000,2016,"₹ 1,36,13,00,000.00"
MedGenome,Healthcare,Bengaluru,Zodius Capital,Private Equity,247.5,2017,Karnataka,251-500,2017,"₹ 2,47,50,00,000.00"
BlackBuck,Logistics,Bengaluru,Yuri Milner,Private Equity,206.25,2015,Karnataka,1001-5000,2015,"₹ 2,06,25,00,000.00"
practo,Healthcare,Bengaluru,Yuri Milner,Private Equity,742.5,2015,Karnataka,5001-10000,2015,"₹ 7,42,50,00,000.00"
Udaan,B2B,Bengaluru,Yuri Milner,Private Equity,412.5,2018,Karnataka,5001-10000,2018,"₹ 4,12,50,00,000.00"
Meesho,E-Commerce,Bengaluru,Ycombinator,Private Equity,25.58,2017,Karnataka,1001-5000,2017,"₹ 25,58,00,000.00"
Meesho,E-Commerce,Bengaluru,Y Combinator,Private Equity,94.88,2018,Karnataka,1001-5000,2018,"₹ 94,88,00,000.00"
Razorpay,FinTech,Bengaluru,Y Combinator,Private Equity,165,2018,Karnataka,1001-5000,2018,"₹ 1,65,00,00,000.00"
ShareChat,Social Media,Bengaluru,Xiaomi,Private Equity,150.15,2018,Karnataka,501-1000,2018,"₹ 1,50,15,00,000.00"
ZestMoney,FinTech,Bengaluru,Xiaomi,Private Equity,110.55,2018,Karnataka,101-250,2018,"₹ 1,10,55,00,000.00"
Treebo,Consumer Internet,Bengaluru,Ward Ferry Management,Private Equity,280.5,2017,Karnataka,501-1000,2017,"₹ 2,80,50,00,000.00"
Unacademy,EdTech,Bengaluru,Vijay Shekhar Sharma,Private Equity,8.25,2016,Karnataka,251-500,2016,"₹ 8,25,00,000.00"
Ace Turtle,Technology,Bengaluru,Vertex Ventures,Private Equity,41.25,2017,Karnataka,251-500,2017,"₹ 41,25,00,000.00"
Active AI,AI,Bengaluru,Vertex Ventures,Private Equity,68.06,2017,Karnataka,51-100,2017,"₹ 68,06,00,000.00"
Portea Medical,Healthcare,Bengaluru,Ventureast,Private Equity,309.38,2015,Karnataka,1001-5000,2015,"₹ 3,09,38,00,000.00"
Meesho,E-Commerce,Bengaluru,Venture Highway,Private Equity,25.58,2017,Karnataka,1001-5000,2017,"₹ 25,58,00,000.00"
Meesho,E-Commerce,Bengaluru,Venture Highway,Private Equity,94.88,2018,Karnataka,1001-5000,2018,"₹ 94,88,00,000.00"
ShareChat,Social Media,Bengaluru,Venture Highway,Private Equity,33,2016,Karnataka,501-1000,2016,"₹ 33,00,00,000.00"
DocsApp,Healthcare,Bengaluru,Venky Harinarayan,Private Equity,9.9,2016,Karnataka,1001-5000,2016,"₹ 9,90,00,000.00"
Caravan Craft,Households,Bengaluru,Unitus Seed Fund,Private Equity,9.9,2015,Karnataka,51-100,2015,"₹ 9,90,00,000.00"
CueMath,EdTech,Bengaluru,Unitus Seed Fund,Private Equity,33,2016,Karnataka,1001-5000,2016,"₹ 33,00,00,000.00"
BYJU'S,EdTech,Bengaluru,Undisclosed Investments,Private Equity,5400.75,2021,Karnataka,10000+,2021,"₹ 54,00,75,00,000.00"
YourStory,Media,Bengaluru,UC-RNT,Private Equity,24.75,2017,Karnataka,101-250,2017,"₹ 24,75,00,000.00"
Big Basket,E-Commerce,Bengaluru,Trifecta Capital Advisors,Private Equity,57.75,2017,Karnataka,10000+,2017,"₹ 57,75,00,000.00"
Urban Ladder,E-Commerce,Bengaluru,Tr Capital,Private Equity,412.5,2015,Karnataka,501-1000,2015,"₹ 4,12,50,00,000.00"
BYJU'S,EdTech,Bengaluru,Times Internet Ltd,Private Equity,412.5,2016,Karnataka,10000+,2016,"₹ 4,12,50,00,000.00"
BlackBuck,Logistics,Bengaluru,Tiger Global Management,Private Equity,206.25,2015,Karnataka,1001-5000,2015,"₹ 2,06,25,00,000.00"
BYJU'S,EdTech,Bengaluru,Tiger Global Management,Private Equity,1650.75,2020,Karnataka,10000+,2020,"₹ 16,50,75,00,000.00"
Razorpay,FinTech,Bengaluru,Tiger Global Management,Private Equity,74.25,2015,Karnataka,1001-5000,2015,"₹ 74,25,00,000.00"
Ather Energy,EV,Bengaluru,Tiger Global Management,Private Equity,99,2015,Karnataka,1001-5000,2015,"₹ 99,00,00,000.00"
Ola,Transportation,Bengaluru,Tiger Global Management,Private Equity,4125,2015,Karnataka,5001-10000,2015,"₹ 41,25,00,00,000.00"
Ola,Transportation,Bengaluru,Tiger Global Management,Private Equity,3300.75,2015,Karnataka,5001-10000,2015,"₹ 33,00,75,00,000.00"
Ola,Transportation,Bengaluru,Tiger Global Management,Private Equity,1856.25,2015,Karnataka,5001-10000,2015,"₹ 18,56,25,00,000.00"
Quikr,Marketing,Bengaluru,Tiger Global Management,Private Equity,1237.5,2015,Karnataka,1001-5000,2015,"₹ 12,37,50,00,000.00"
Razorpay,FinTech,Bengaluru,Tiger Global Management,Private Equity,165,2018,Karnataka,1001-5000,2018,"₹ 1,65,00,00,000.00"
practo,Healthcare,Bengaluru,Thrive Capital,Private Equity,453.75,2017,Karnataka,5001-10000,2017,"₹ 4,53,75,00,000.00"
Grow Fit,Consumer Internet,Bengaluru,The Grover Trust,Private Equity,37.13,2017,Karnataka,11-50,2017,"₹ 37,13,00,000.00"
Inmobi,Marketing,Bengaluru,Tennenbaum Capital Partners,Private Equity,825,2015,Karnataka,501-1000,2015,"₹ 8,25,00,00,000.00"
BYJU'S,EdTech,Bengaluru,Tencent Holdings,Private Equity,288.75,2017,Karnataka,10000+,2017,"₹ 2,88,75,00,000.00"
Flipkart,E-Commerce,Bengaluru,Tencent Holdings,Private Equity,115.5,2017,Karnataka,10000+,2017,"₹ 1,15,50,00,000.00"
Ola,Transportation,Bengaluru,Tencent Holdings,Private Equity,907.5,2017,Karnataka,5001-10000,2017,"₹ 9,07,50,00,000.00"
practo,Healthcare,Bengaluru,Tencent Holdings,Private Equity,453.75,2017,Karnataka,5001-10000,2017,"₹ 4,53,75,00,000.00"
Ola,Transportation,Bengaluru,Tekne Capital Management,Private Equity,412.5,2017,Karnataka,5001-10000,2017,"₹ 4,12,50,00,000.00"
mfine,Healthcare,Bengaluru,Stellaris Venture Partners,Private Equity,34.65,2018,Karnataka,251-500,2018,"₹ 34,65,00,000.00"
mfine,Healthcare,Bengaluru,Stellaris Venture Partners,Private Equity,12.38,2017,Karnataka,251-500,2017,"₹ 12,38,00,000.00"
Flipkart,E-Commerce,Bengaluru,Steadview Capital,Private Equity,5775,2015,Karnataka,10000+,2015,"₹ 57,75,00,00,000.00"
Ola,Transportation,Bengaluru,Steadview Capital,Private Equity,3300.75,2015,Karnataka,5001-10000,2015,"₹ 33,00,75,00,000.00"
Quikr,Marketing,Bengaluru,Steadview Capital,Private Equity,1237.5,2015,Karnataka,1001-5000,2015,"₹ 12,37,50,00,000.00"
Urban Ladder,E-Commerce,Bengaluru,Steadview Capital,Private Equity,125.4,2017,Karnataka,501-1000,2017,"₹ 1,25,40,00,000.00"
Urban Ladder,E-Commerce,Bengaluru,Steadview Capital,Private Equity,412.5,2015,Karnataka,501-1000,2015,"₹ 4,12,50,00,000.00"
Ola,Transportation,Bengaluru,Softbank Group Corp,Private Equity,2722.5,2017,Karnataka,5001-10000,2017,"₹ 27,22,50,00,000.00"
Ola,Transportation,Bengaluru,Softbank Group Corp,Private Equity,907.5,2017,Karnataka,5001-10000,2017,"₹ 9,07,50,00,000.00"
Ola,Transportation,Bengaluru,Softbank Group Corp,Private Equity,4125,2015,Karnataka,5001-10000,2015,"₹ 41,25,00,00,000.00"
Paytm,E-Commerce,Bengaluru,Softbank Group Corp,Private Equity,115.5,2017,Karnataka,501-1000,2017,"₹ 1,15,50,00,000.00"
Flipkart,E-Commerce,Bengaluru,Softbank Group Corp,Private Equity,206.25,2017,Karnataka,10000+,2017,"₹ 2,06,25,00,000.00"
Ola,Transportation,Bengaluru,Softbank Group Corp,Private Equity,1856.25,2015,Karnataka,5001-10000,2015,"₹ 18,56,25,00,000.00"
MedGenome,Healthcare,Bengaluru,Sofina Ventures,Private Equity,247.5,2017,Karnataka,251-500,2017,"₹ 2,47,50,00,000.00"
BYJU'S,EdTech,Bengaluru,Sofina Ventures,Private Equity,618.75,2016,Karnataka,10000+,2016,"₹ 6,18,75,00,000.00"
BYJU'S,EdTech,Bengaluru,Sofina Ventures,Private Equity,412.5,2016,Karnataka,10000+,2016,"₹ 4,12,50,00,000.00"
practo,Healthcare,Bengaluru,Sofina Ventures,Private Equity,742.5,2015,Karnataka,5001-10000,2015,"₹ 7,42,50,00,000.00"
Ezetap,FinTech,Bengaluru,Social Capital,Private Equity,206.25,2015,Karnataka,101-250,2015,"₹ 2,06,25,00,000.00"
Ezetap,FinTech,Bengaluru,Social Capital,Private Equity,132,2017,Karnataka,101-250,2017,"₹ 1,32,00,00,000.00"
HealthifyMe,Healthcare,Bengaluru,Sistema Asia Fund,Private Equity,99,2018,Karnataka,101-250,2018,"₹ 99,00,00,000.00"
Licious,E-Commerce,Bengaluru,Sistema Asia Fund,Private Equity,82.5,2017,Karnataka,1001-5000,2017,"₹ 82,50,00,000.00"
Ola,Transportation,Bengaluru,Simi Pacific Pte,Private Equity,2145,2017,Karnataka,5001-10000,2017,"₹ 21,45,00,00,000.00"
ShareChat,Social Media,Bengaluru,Shunwei Capital,Private Equity,150.15,2018,Karnataka,501-1000,2018,"₹ 1,50,15,00,000.00"
Scripbox,FinTech,Bengaluru,Shamik Sharma,Private Equity,20.63,2015,Karnataka,101-250,2015,"₹ 20,63,00,000.00"
Pitstop,Consumer Internet,Bengaluru,Shailesh Rao,Private Equity,8.25,2017,Karnataka,101-250,2017,"₹ 8,25,00,000.00"
BYJU'S,EdTech,Bengaluru,Sequoia India,Private Equity,618.75,2016,Karnataka,10000+,2016,"₹ 6,18,75,00,000.00"
MedGenome,Healthcare,Bengaluru,Sequoia India,Private Equity,247.5,2017,Karnataka,251-500,2017,"₹ 2,47,50,00,000.00"
Vymo,Technology,Bengaluru,Sequoia India,Private Equity,41.25,2016,Karnataka,51-100,2016,"₹ 41,25,00,000.00"
Meesho,E-Commerce,Bengaluru,Sequoia Capital India,Private Equity,94.88,2018,Karnataka,1001-5000,2018,"₹ 94,88,00,000.00"
practo,Healthcare,Bengaluru,Sequoia Capital India,Private Equity,742.5,2015,Karnataka,5001-10000,2015,"₹ 7,42,50,00,000.00"
BYJU'S,EdTech,Bengaluru,Sequoia Capital,Private Equity,412.5,2016,Karnataka,10000+,2016,"₹ 4,12,50,00,000.00"
Capital Float,Finance,Bengaluru,Sequoia Capital,Private Equity,206.25,2016,Karnataka,51-100,2016,"₹ 2,06,25,00,000.00"
Capital Float,Finance,Bengaluru,Sequoia Capital,Private Equity,107.25,2015,Karnataka,51-100,2015,"₹ 1,07,25,00,000.00"
CueMath,EdTech,Bengaluru,Sequoia Capital,Private Equity,33,2016,Karnataka,1001-5000,2016,"₹ 33,00,00,000.00"
HomeLane,Design,Bengaluru,Sequoia Capital,Private Equity,37.13,2015,Karnataka,501-1000,2015,"₹ 37,13,00,000.00"
HomeLane,Design,Bengaluru,Sequoia Capital,Private Equity,82.5,2017,Karnataka,501-1000,2017,"₹ 82,50,00,000.00"
HomeLane,Design,Bengaluru,Sequoia Capital,Private Equity,412.5,2015,Karnataka,501-1000,2015,"₹ 4,12,50,00,000.00"
MedGenome,Healthcare,Bengaluru,Sequoia Capital,Private Equity,165,2015,Karnataka,251-500,2015,"₹ 1,65,00,00,000.00"
practo,Healthcare,Bengaluru,Sequoia Capital,Private Equity,742.5,2015,Karnataka,5001-10000,2015,"₹ 7,42,50,00,000.00"
practo,Healthcare,Bengaluru,Sequoia Capital,Private Equity,247.5,2015,Karnataka,5001-10000,2015,"₹ 2,47,50,00,000.00"
Urban Ladder,E-Commerce,Bengaluru,Sequoia Capital,Private Equity,125.4,2017,Karnataka,501-1000,2017,"₹ 1,25,40,00,000.00"
Urban Ladder,E-Commerce,Bengaluru,Sequoia Capital,Private Equity,99,2018,Karnataka,501-1000,2018,"₹ 99,00,00,000.00"
Urban Ladder,E-Commerce,Bengaluru,Sequoia Capital,Private Equity,412.5,2015,Karnataka,501-1000,2015,"₹ 4,12,50,00,000.00"
Zoomcar,Transportation,Bengaluru,Sequoia Capital,Private Equity,90.75,2015,Karnataka,501-1000,2015,"₹ 90,75,00,000.00"
Zoomcar,Transportation,Bengaluru,Sequoia Capital,Private Equity,41.25,2015,Karnataka,501-1000,2015,"₹ 41,25,00,000.00"
Grow Fit,Consumer Internet,Bengaluru,Sar Group,Private Equity,37.13,2017,Karnataka,11-50,2017,"₹ 37,13,00,000.00"
BlackBuck,Logistics,Bengaluru,Sanjiv Rangrass,Private Equity,577.5,2017,Karnataka,1001-5000,2017,"₹ 5,77,50,00,000.00"
Capital Float,Finance,Bengaluru,Saif Partners,Private Equity,206.25,2016,Karnataka,51-100,2016,"₹ 2,06,25,00,000.00"
Capital Float,Finance,Bengaluru,Saif Partners,Private Equity,107.25,2015,Karnataka,51-100,2015,"₹ 1,07,25,00,000.00"
Meesho,E-Commerce,Bengaluru,Saif Partners,Private Equity,25.58,2017,Karnataka,1001-5000,2017,"₹ 25,58,00,000.00"
Meesho,E-Commerce,Bengaluru,Saif Partners,Private Equity,94.88,2018,Karnataka,1001-5000,2018,"₹ 94,88,00,000.00"
NoBroker,Consumer Internet,Bengaluru,Saif Partners,Private Equity,82.5,2016,Karnataka,51-100,2016,"₹ 82,50,00,000.00"
NoBroker,Consumer Internet,Bengaluru,Saif Partners,Private Equity,61.05,2016,Karnataka,51-100,2016,"₹ 61,05,00,000.00"
NoBroker,Consumer Internet,Bengaluru,Saif Partners,Private Equity,24.75,2015,Karnataka,51-100,2015,"₹ 24,75,00,000.00"
ShareChat,Social Media,Bengaluru,Saif Partners,Private Equity,33,2016,Karnataka,501-1000,2016,"₹ 33,00,00,000.00"
ShareChat,Social Media,Bengaluru,Saif Partners,Private Equity,11.14,2016,Karnataka,501-1000,2016,"₹ 11,14,00,000.00"
Swiggy,Food,Bengaluru,Saif Partners,Private Equity,660.75,2017,Karnataka,10000+,2017,"₹ 6,60,75,00,000.00"
Swiggy,Food,Bengaluru,Saif Partners,Private Equity,136.13,2015,Karnataka,10000+,2015,"₹ 1,36,13,00,000.00"
Swiggy,Food,Bengaluru,Saif Partners,Private Equity,16.5,2015,Karnataka,10000+,2015,"₹ 16,50,00,000.00"
Treebo,Consumer Internet,Bengaluru,Saif Partners,Private Equity,49.5,2015,Karnataka,501-1000,2015,"₹ 49,50,00,000.00"
Urban Ladder,E-Commerce,Bengaluru,Saif Partners,Private Equity,125.4,2017,Karnataka,501-1000,2017,"₹ 1,25,40,00,000.00"
Urban Ladder,E-Commerce,Bengaluru,Saif Partners,Private Equity,99,2018,Karnataka,501-1000,2018,"₹ 99,00,00,000.00"
Urban Ladder,E-Commerce,Bengaluru,Saif Partners,Private Equity,412.5,2015,Karnataka,501-1000,2015,"₹ 4,12,50,00,000.00"
Unacademy,EdTech,Bengaluru,Sachin Bansal,Private Equity,8.25,2016,Karnataka,251-500,2016,"₹ 8,25,00,000.00"
Portea Medical,Healthcare,Bengaluru,Sabre Partners,Private Equity,214.5,2017,Karnataka,1001-5000,2017,"₹ 2,14,50,00,000.00"
Fisdom,Finance,Bengaluru,Saama Capital,Private Equity,9.08,2016,Karnataka,101-250,2016,"₹ 9,08,00,000.00"
BlackBuck,Logistics,Bengaluru,S Capital,Private Equity,577.5,2017,Karnataka,1001-5000,2017,"₹ 5,77,50,00,000.00"
BlackBuck,Logistics,Bengaluru,Sands Capital,Private Equity,577.5,2017,Karnataka,1001-5000,2017,"₹ 5,77,50,00,000.00"
Unacademy,EdTech,Bengaluru,Undisclosed Investments,Private Equity,8.25,2016,Karnataka,251-500,2016,"₹ 8,25,00,000.00"
practo,Healthcare,Bengaluru,Ru-Net,Private Equity,453.75,2017,Karnataka,5001-10000,2017,"₹ 4,53,75,00,000.00"
practo,Healthcare,Bengaluru,Rsi Fund,Private Equity,453.75,2017,Karnataka,5001-10000,2017,"₹ 4,53,75,00,000.00"
mfine,Healthcare,Bengaluru,Rohit Bansal,Private Equity,12.38,2017,Karnataka,251-500,2017,"₹ 12,38,00,000.00"
Vyomo,Personal Care,Bengaluru,Rocket Internet,Private Equity,16.5,2015,Karnataka,11-50,2015,"₹ 16,50,00,000.00"
ZestMoney,FinTech,Bengaluru,Ribbit Capital,Private Equity,110.55,2018,Karnataka,101-250,2018,"₹ 1,10,55,00,000.00"
ZestMoney,FinTech,Bengaluru,Ribbit Capital,Private Equity,53.63,2017,Karnataka,101-250,2017,"₹ 53,63,00,000.00"
Kinara Capital,Finance,Bengaluru,Responsability,Private Equity,41.25,2018,Karnataka,251-500,2018,"₹ 41,25,00,000.00"
RentoMojo,Consumer Internet,Bengaluru,Renaud Laplanche,Private Equity,82.5,2017,Karnataka,501-1000,2017,"₹ 82,50,00,000.00"
DocsApp,Healthcare,Bengaluru,Rebright Partners,Private Equity,9.9,2016,Karnataka,1001-5000,2016,"₹ 9,90,00,000.00"
Capricoast,Travel,Bengaluru,Rb Investments,Private Equity,28.88,2015,Karnataka,101-250,2015,"₹ 28,88,00,000.00"
HomeLane,Design,Bengaluru,Rb Investments,Private Equity,82.5,2017,Karnataka,501-1000,2017,"₹ 82,50,00,000.00"
Swiggy,Food,Bengaluru,Rb Investments,Private Equity,288.75,2016,Karnataka,10000+,2016,"₹ 2,88,75,00,000.00"
HomeLane,Design,Bengaluru,Ranjan Pai,Private Equity,37.13,2015,Karnataka,501-1000,2015,"₹ 37,13,00,000.00"
Caravan Craft,Households,Bengaluru,Undisclosed Investments,Private Equity,9.9,2015,Karnataka,51-100,2015,"₹ 9,90,00,000.00"
Pitstop,Consumer Internet,Bengaluru,Rajesh Yohanan,Private Equity,8.25,2017,Karnataka,101-250,2017,"₹ 8,25,00,000.00"
Scripbox,FinTech,Bengaluru,Rajesh Magow,Private Equity,20.63,2015,Karnataka,101-250,2015,"₹ 20,63,00,000.00"
JusPay,FinTech,Bengaluru,Rajesh Balp,Private Equity,47.85,2016,Karnataka,51-100,2016,"₹ 47,85,00,000.00"
DocsApp,Healthcare,Bengaluru,Rajaraman,Private Equity,9.9,2016,Karnataka,1001-5000,2016,"₹ 9,90,00,000.00"
Pitstop,Consumer Internet,Bengaluru,Rahul Garg,Private Equity,8.25,2017,Karnataka,101-250,2017,"₹ 8,25,00,000.00"
